,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,e1,e2,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentrelation,sim
397,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Fandral,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fandral,=,1.0
398,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Lantom,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Father_Lantom,=,1.0
399,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/FBI,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Federal_Bureau_of_Investigation,=,1.0
400,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Felix_Blake,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Felix_Blake_(Earth-199999),=,1.0
401,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Fenris,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fenris_Wolf,=,1.0
402,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ferdinand_Lopez,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ferdinand_Lopez_(Earth-616),=,1.0
403,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Fiji,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fiji,=,1.0
404,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Fimbuldraugr,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fimbuldraugr,=,1.0
405,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Finn_Cooley,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Finn_Cooley,=,1.0
406,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Fire_Demons,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fire_Demons,=,1.0
407,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Jack_Taggart,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Firepower,=,1.0
408,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Firepower_Armor,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Firepower_Armor,=,1.0
409,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Wilson_Fisk%27s_Penthouse,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fisk_Towers,=,1.0
410,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Fistigons,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fistigons,=,1.0
411,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Flash_Thompson,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Flash_Thompson,=,1.0
412,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Fletcher_Heggs,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fletcher_Heggs,=,1.0
413,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Flint,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Flint,=,1.0
414,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Florence,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Florence,=,1.0
415,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Florida,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Florida,=,1.0
416,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Foggy_Nelson,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Foggy_Nelson,=,1.0
417,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Fogwell%27s_Gym,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fogwell%27s_Gym,=,1.0
418,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Irving_Forbush,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Forbush_Man,=,1.0
419,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Clay_Wilson,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Force,=,1.0
420,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/France,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/France,=,1.0
421,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Francis_Xavier_Delgado,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Francis_Xavier_Delgado,=,1.0
422,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,"http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Frank_Castle,_Jr.","http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Frank_Castle,_Jr.",=,1.0
423,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Frank_Dean,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Frank_Dean,=,1.0
424,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Franklin_D._Roosevelt,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Franklin_Delano_Roosevelt,=,1.0
425,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/French_Polynesia,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/French_Polynesia,=,1.0
426,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Fresno,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fresno,=,1.0
427,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/F.R.I.D.A.Y.,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Friday,=,1.0
428,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Frigga,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Frigga,=,1.0
429,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Frost_Giants,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Frost_Giants,=,1.0
430,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Cocoon_(S.H.I.E.L.D._Facility),http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fury_Secret_Base_17,=,1.0
431,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Providence,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fury_Secret_Base_21,=,1.0
432,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Sandbox,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fury_Secret_Base_4,=,1.0
433,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Playground,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Fury_Secret_Base_8,=,1.0
434,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gabe_Jones,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gabe_Jones,=,1.0
435,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gabe_Reyes,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gabe_Reyes,=,1.0
436,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gamma_Ray_Projector,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gamma_Ray_Projector,=,1.0
437,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gamora,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gamora,=,1.0
438,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Garthan_Saal,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Garthan_Saal,=,1.0
439,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gary_(Cameraman),http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gary_(Cameraman),=,1.0
440,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Geg-Ku,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gegku,=,1.0
441,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gene_Hernandez,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gene_Hayes,=,1.0
442,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Meade,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/General_Meade,=,1.0
443,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Chester_Phillips,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/General_Phillips,=,1.0
444,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Genetic_Council,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Genetic_Council,=,1.0
445,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Geoffrey_Wilder,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Geoffrey_Wilder,=,1.0
446,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Georgi_Luchkov,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Georgi_Luchkov,=,1.0
447,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Georgia,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Georgia_(Country),=,1.0
448,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Georgia_(state),http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Georgia_(State),=,1.0
449,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Germany,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Germany,=,1.0
450,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gert_Yorkes,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gert_Yorkes,=,1.0
451,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ghana,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ghana,=,1.0
452,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ghost_Suit,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ghost%27s_Suit,=,1.0
453,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Hellfire_Chain,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ghost_Rider%27s_Chain,=,1.0
454,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Church_of_Gibborim,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gibborim,=,1.0
455,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gibraltar,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gibraltar,=,1.0
456,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gilbert_O%27Conner,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gilbert_O%27Conner,=,1.0
457,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gilmore_Hodge,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gilmore_Hodge,=,1.0
458,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gjallerhorn,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gjallerhorn,=,1.0
459,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Glasgow,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Glasgow,=,1.0
460,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Glenn_Industries,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Glenn_Industries_(Earth-616),=,1.0
461,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gnucci_Crime_Family,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gnucci_Crime_Family,=,1.0
462,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Godslayer,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Godslayer,=,1.0
463,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Golden_City,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Golden_City,=,1.0
464,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Golden_Tigers,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Golden_Tigers,=,1.0
465,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Project_G.O.L.I.A.T.H.,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Goliath,=,1.0
466,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,"http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Goodman,_Kurtzberg_&_Holliway","http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Goodman,_Lieber,_Kurtzberg_&_Holliway_(Earth-616)",=,1.0
467,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gorgon,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gorgon_Petragon,=,1.0
468,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gramosians,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gramosians,=,1.0
469,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Franklin_Hall,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Graviton,=,1.0
470,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Grayburn_College,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Grayburn_College,=,1.0
471,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Devil%27s_Anus,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Great_Portal,=,1.0
472,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Greece,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Greece,=,1.0
473,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Greenland,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Greenland,=,1.0
474,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/John_Horton,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Griffin,=,1.0
475,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Groot,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Groot,=,1.0
476,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Grotto,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Grotto,=,1.0
477,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Grundroth,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Grundroth,=,1.0
478,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guantanamo_Bay,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guantanamo_Bay,=,1.0
479,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Stakar_Ogord%27s_Team,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guardians_3000,=,1.0
480,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guardians_of_the_Galaxy,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guardians_of_the_Galaxy,=,1.0
481,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guardians_of_the_Galaxy:_Galaxy%27s_Most_Wanted,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guardians_of_the_Galaxy:_Galaxy%27s_Most_Wanted_Vol_1,=,1.0
482,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guatemala,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guatemala,=,1.0
483,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guernica,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guernica,=,1.0
484,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Marvel%27s_Agents_of_S.H.I.E.L.D._Season_One,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Marvel%27s_Agents_of_S.H.I.E.L.D._Season_One_Vol_1,=,1.0
485,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Avengers:_Age_of_Ultron,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Marvel%27s_Avengers:_Age_of_Ultron_Vol_1,=,1.0
486,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Captain_America:_Civil_War,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Marvel%27s_Captain_America:_Civil_War_Vol_1,=,1.0
487,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Captain_America:_The_First_Avenger,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Marvel%27s_Captain_America:_The_First_Avenger_Vol_1,=,1.0
488,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Doctor_Strange,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Marvel%27s_Doctor_Strange_Vol_1,=,1.0
489,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Guardians_of_the_Galaxy,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Marvel%27s_Guardians_of_the_Galaxy_Vol_1,=,1.0
490,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Iron_Man,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Marvel%27s_Iron_Man_Vol_1,=,1.0
491,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_The_Avengers,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Marvel%27s_The_Avengers_Vol_1,=,1.0
492,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Thor,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guidebook_to_the_Marvel_Cinematic_Universe_-_Marvel%27s_Thor_Vol_1,=,1.0
493,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guido_Carboni,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guido_Carboni,=,1.0
494,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guna,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guna,=,1.0
495,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Gungnir,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Gungnir_(Spear),=,1.0
496,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Guyana,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Guyana,=,1.0
497,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/H.A.M.M.E.R.,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/H.A.M.M.E.R._(Earth-616),=,1.0
498,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Hademar_Zemo,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Hademar_Zemo_(Earth-616),=,1.0
499,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Haiti,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Haiti,=,1.0
500,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Hala,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Hala_(Planet),=,1.0
501,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Halfworld,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Halfworld,=,1.0
